form,source,title,author,content,poem_link-href,year,meter_pattern,rhyme_pattern,theme,imagery
Ballad,poetry_foundation,Mr. Nobody,Anonymous,"I know a funny little man,
As quiet as a mouse,
Who does the mischief that is done
In everybody’s house!
There’s no one ever sees his face,
And yet we all agree
That every plate we break was cracked
By Mr. Nobody.

’Tis he who always tears out books,
Who leaves the door ajar,
He pulls the buttons from our shirts,
And scatters pins afar;
That squeaking door will always squeak,
For prithee, don’t you see,
We leave the oiling to be done
By Mr. Nobody.

He puts damp wood upon the fire
That kettles cannot boil;
His are the feet that bring in mud,
And all the carpets soil.
The papers always are mislaid;
Who had them last, but he?
There’s no one tosses them about
But Mr. Nobody.

The finger marks upon the door
By none of us are made;
We never leave the blinds unclosed,
To let the curtains fade.
The ink we never spill;   the boots
That lying round you see
Are not our boots, - they all belong
To Mr. Nobody.",https://www.poetryfoundation.org/poems/42914/mr-nobody,,,ABCBDEFE,"To portray family life, where kids do mischievous things but instead of blaming them, the family says that Mr Nobody has done it.","face, marks, tosses, soil, wood"
Ballad,poetry_foundation,The Haunted Oak,Paul Laurence Dunbar,"Pray why are you so bare, so bare,
Oh, bough of the old oak-tree;
And why, when I go through the shade you throw,
Runs a shudder over me?

My leaves were green as the best, I trow,
And sap ran free in my veins,
But I saw in the moonlight dim and weird
A guiltless victim's pains.

I bent me down to hear his sigh;
I shook with his gurgling moan,
And I trembled sore when they rode away,
And left him here alone.

They'd charged him with the old, old crime,
And set him fast in jail:
Oh, why does the dog howl all night long,
And why does the night wind wail?

He prayed his prayer and he swore his oath,
And he raised his hand to the sky;
But the beat of hoofs smote on his ear,
And the steady tread drew nigh.

Who is it rides by night, by night,
Over the moonlit road?
And what is the spur that keeps the pace,
What is the galling goad?

And now they beat at the prison door,
""Ho, keeper, do not stay!
We are friends of him whom you hold within,
And we fain would take him away

""From those who ride fast on our heels
With mind to do him wrong;
They have no care for his innocence,
And the rope they bear is long.""

They have fooled the jailer with lying words,
They have fooled the man with lies;
The bolts unbar, the locks are drawn,
And the great door open flies.

Now they have taken him from the jail,
And hard and fast they ride,
And the leader laughs low down in his throat,
As they halt my trunk beside.

Oh, the judge, he wore a mask of black,
And the doctor one of white,
And the minister, with his oldest son,
Was curiously bedight.

Oh, foolish man, why weep you now?
'Tis but a little space,
And the time will come when these shall dread
The mem'ry of your face.

I feel the rope against my bark,
And the weight of him in my grain,
I feel in the throe of his final woe
The touch of my own last pain.

And never more shall leaves come forth
On the bough that bears the ban;
I am burned with dread, I am dried and dead,
From the curse of a guiltless man.

And ever the judge rides by, rides by,
And goes to hunt the deer,
And ever another rides his soul
In the guise of a mortal fear.

And ever the man he rides me hard,
And never a night stays he;
For I feel his curse as a haunted bough,
On the trunk of a haunted tree.",https://www.poetryfoundation.org/poems/44195/the-haunted-oak,,,ABCB,"A horrifying story of racial violence told from the point of view of an oak tree bough. Because of the lynching, the tree is now haunted and withers.","face, sky, bears, ear, tree, oak, throat, bear, wind"
Ballad,poetry_foundation,The Highwayman,Alfred Noyes,"The wind was a torrent of darkness among the gusty trees.
The moon was a ghostly galleon tossed upon cloudy seas.
The road was a ribbon of moonlight over the purple moor,
And the highwayman came riding - 
Riding - riding - 
The highwayman came riding, up to the old inn-door.

He’d a French cocked-hat on his forehead, a bunch of lace at his chin,
A coat of the claret velvet, and breeches of brown doe-skin.
They fitted with never a wrinkle. His boots were up to the thigh.
And he rode with a jewelled twinkle,
His pistol butts a-twinkle,
His rapier hilt a-twinkle, under the jewelled sky.

Over the cobbles he clattered and clashed in the dark inn-yard.
He tapped with his whip on the shutters, but all was locked and barred.
He whistled a tune to the window, and who should be waiting there
But the landlord’s black-eyed daughter,
Bess, the landlord’s daughter,
Plaiting a dark red love-knot into her long black hair.

And dark in the dark old inn-yard a stable-wicket creaked
Where Tim the ostler listened. His face was white and peaked.
His eyes were hollows of madness, his hair like mouldy hay,
But he loved the landlord’s daughter,
The landlord’s red-lipped daughter.
Dumb as a dog he listened, and he heard the robber say - 

“One kiss, my bonny sweetheart, I’m after a prize to-night,
But I shall be back with the yellow gold before the morning light;
Yet, if they press me sharply, and harry me through the day,
Then look for me by moonlight,
Watch for me by moonlight,
I’ll come to thee by moonlight, though hell should bar the way.”

He rose upright in the stirrups. He scarce could reach her hand,
But she loosened her hair in the casement. His face burnt like a brand
As the black cascade of perfume came tumbling over his breast;
And he kissed its waves in the moonlight,
(O, sweet black waves in the moonlight!)
Then he tugged at his rein in the moonlight, and galloped away to the west.

He did not come in the dawning. He did not come at noon;
And out of the tawny sunset, before the rise of the moon,
When the road was a gypsy’s ribbon, looping the purple moor,
A red-coat troop came marching - 
Marching - marching - 
King George’s men came marching, up to the old inn-door.

They said no word to the landlord. They drank his ale instead.
But they gagged his daughter, and bound her, to the foot of her narrow bed.
Two of them knelt at her casement, with muskets at their side!
There was death at every window;
And hell at one dark window;
For Bess could see, through her casement, the road that he would ride.

They had tied her up to attention, with many a sniggering jest.
They had bound a musket beside her, with the muzzle beneath her breast!
“Now, keep good watch!” and they kissed her. She heard the doomed man say - 
Look for me by moonlight;
Watch for me by moonlight;
I’ll come to thee by moonlight, though hell should bar the way!

She twisted her hands behind her; but all the knots held good!
She writhed her hands till her fingers were wet with sweat or blood!
They stretched and strained in the darkness, and the hours crawled by like years
Till, now, on the stroke of midnight,
Cold, on the stroke of midnight,
The tip of one finger touched it! The trigger at least was hers!

The tip of one finger touched it. She strove no more for the rest.
Up, she stood up to attention, with the muzzle beneath her breast.
She would not risk their hearing; she would not strive again;
For the road lay bare in the moonlight;
Blank and bare in the moonlight;
And the blood of her veins, in the moonlight, throbbed to her love’s refrain.

Tlot-tlot; tlot-tlot! Had they heard it? The horsehoofs ringing clear;
Tlot-tlot; tlot-tlot, in the distance? Were they deaf that they did not hear?
Down the ribbon of moonlight, over the brow of the hill,
The highwayman came riding - 
Riding - riding - 
The red coats looked to their priming! She stood up, straight and still.

Tlot-tlot, in the frosty silence! Tlot-tlot, in the echoing night!
Nearer he came and nearer. Her face was like a light.
Her eyes grew wide for a moment; she drew one last deep breath,
Then her finger moved in the moonlight,
Her musket shattered the moonlight,
Shattered her breast in the moonlight and warned him - with her death.

He turned. He spurred to the west; he did not know who stood
Bowed, with her head o’er the musket, drenched with her own blood!
Not till the dawn he heard it, and his face grew grey to hear
How Bess, the landlord’s daughter,
The landlord’s black-eyed daughter,
Had watched for her love in the moonlight, and died in the darkness there.

Back, he spurred like a madman, shrieking a curse to the sky,
With the white road smoking behind him and his rapier brandished high.
Blood red were his spurs in the golden noon; wine-red was his velvet coat;
When they shot him down on the highway,
Down like a dog on the highway,
And he lay in his blood on the highway, with a bunch of lace at his throat.

.

And still of a winter’s night, they say, when the wind is in the trees,
When the moon is a ghostly galleon tossed upon cloudy seas,
When the road is a ribbon of moonlight over the purple moor,
A highwayman comes riding - 
Riding - riding - 
A highwayman comes riding, up to the old inn-door.

Over the cobbles he clatters and clangs in the dark inn-yard.
He taps with his whip on the shutters, but all is locked and barred.
He whistles a tune to the window, and who should be waiting there
But the landlord’s black-eyed daughter,
Bess, the landlord’s daughter,
Plaiting a dark red love-knot into her long black hair.",https://www.poetryfoundation.org/poems/43187/the-highwayman,,,AABCCB,A romantic poem about a woman sacrificing her life for her criminal lover's safety.,"trees, face, sky, knot, wind, breast, tip, waves, wine, seas, dog, hill, eyes, head, throat, knots, moon"
Ballad,poetry_foundation,"And If I Did, What Then?",George Gascoigne,"“And if I did, what then?
Are you aggriev’d therefore?
The sea hath fish for every man,
And what would you have more?”

Thus did my mistress once,
Amaze my mind with doubt;
And popp’d a question for the nonce
To beat my brains about.

Whereto I thus replied:
“Each fisherman can wish
That all the seas at every tide
Were his alone to fish.

“And so did I (in vain)
But since it may not be,
Let such fish there as find the gain,
And leave the loss for me.

“And with such luck and loss
I will content myself,
Till tides of turning time may toss
Such fishers on the shelf.

“And when they stick on sands,
That every man may see,
Then will I laugh and clap my hands,
As they do now at me.”",https://www.poetryfoundation.org/poems/44280/and-if-i-did-what-then,,,ABAB,"It’s wrong to cheat, and if people do bad things to others it will come back around. ","seas, sea, sands"
Ballad,poetry_foundation,"A Red, Red Rose",Robert Burns,"O my Luve is like a red, red rose
That’s newly sprung in June;
O my Luve is like the melody
That’s sweetly played in tune.

So fair art thou, my bonnie lass,
So deep in luve am I;
And I will luve thee still, my dear,
Till a’ the seas gang dry.

Till a’ the seas gang dry, my dear,
And the rocks melt wi’ the sun;
I will love thee still, my dear,
While the sands o’ life shall run.

And fare thee weel, my only luve!
And fare thee weel awhile!
And I will come again, my luve,
Though it were ten thousand mile.",https://www.poetryfoundation.org/poems/43812/a-red-red-rose,,,ABCB,The speaker declares the intense love he feels for another. He compares his love to a rose and insists that his love will be everlasting.,"sands, seas, sun"
Ballad,poetry_foundation,Annabel Lee,Edgar Allan Poe,"It was many and many a year ago,
In a kingdom by the sea,
That a maiden there lived whom you may know
By the name of Annabel Lee;
And this maiden she lived with no other thought
Than to love and be loved by me.

I was a child and she was a child,
In this kingdom by the sea,
But we loved with a love that was more than love - 
I and my Annabel Lee - 
With a love that the wingèd seraphs of Heaven
Coveted her and me.

And this was the reason that, long ago,
In this kingdom by the sea,
A wind blew out of a cloud, chilling
My beautiful Annabel Lee;
So that her highborn kinsmen came
And bore her away from me,
To shut her up in a sepulchre
In this kingdom by the sea.

The angels, not half so happy in Heaven,
Went envying her and me - 
Yes! - that was the reason (as all men know,
In this kingdom by the sea)
That the wind came out of the cloud by night,
Chilling and killing my Annabel Lee.

But our love it was stronger by far than the love
Of those who were older than we - 
Of many far wiser than we - 
And neither the angels in Heaven above
Nor the demons down under the sea
Can ever dissever my soul from the soul
Of the beautiful Annabel Lee;

For the moon never beams, without bringing me dreams
Of the beautiful Annabel Lee;
And the stars never rise, but I feel the bright eyes
Of the beautiful Annabel Lee;
And so, all the night-tide, I lie down by the side
Of my darling - my darling - my life and my bride,
In her sepulchre there by the sea - 
In her tomb by the sounding sea.",https://www.poetryfoundation.org/poems/44885/annabel-lee,,,ABCBDB,"The narrator, who fell in love with Annabel Lee when they were young, has a love for her so strong that even angels are envious. He retains his love for her after her death. ","wind, stars, eyes, angels, sea, demons, moon"
Ballad,poetry_foundation,The Cremation of Sam McGee,Robert W. Service,"There are strange things done in the midnight sun
By the men who moil for gold;
The Arctic trails have their secret tales
That would make your blood run cold;
The Northern Lights have seen queer sights,
But the queerest they ever did see
Was that night on the marge of Lake Lebarge
I cremated Sam McGee.

Now Sam McGee was from Tennessee, where the cotton blooms and blows.
Why he left his home in the South to roam 'round the Pole, God only knows.
He was always cold, but the land of gold seemed to hold him like a spell;
Though he'd often say in his homely way that ""he'd sooner live in hell.""

On a Christmas Day we were mushing our way over the Dawson trail.
Talk of your cold! through the parka's fold it stabbed like a driven nail.
If our eyes we'd close, then the lashes froze till sometimes we couldn't see;
It wasn't much fun, but the only one to whimper was Sam McGee.

And that very night, as we lay packed tight in our robes beneath the snow,
And the dogs were fed, and the stars o'erhead were dancing heel and toe,
He turned to me, and ""Cap,"" says he, ""I'll cash in this trip, I guess;
And if I do, I'm asking that you won't refuse my last request.""

Well, he seemed so low that I couldn't say no; then he says with a sort of moan:
""It's the cursèd cold, and it's got right hold till I'm chilled clean through to the bone.
Yet 'tain't being dead - it's my awful dread of the icy grave that pains;
So I want you to swear that, foul or fair, you'll cremate my last remains.""

A pal's last need is a thing to heed, so I swore I would not fail;
And we started on at the streak of dawn; but God! he looked ghastly pale.
He crouched on the sleigh, and he raved all day of his home in Tennessee;
And before nightfall a corpse was all that was left of Sam McGee.

There wasn't a breath in that land of death, and I hurried, horror-driven,
With a corpse half hid that I couldn't get rid, because of a promise given;
It was lashed to the sleigh, and it seemed to say: ""You may tax your brawn and brains,
But you promised true, and it's up to you to cremate those last remains.""

Now a promise made is a debt unpaid, and the trail has its own stern code.
In the days to come, though my lips were dumb, in my heart how I cursed that load.
In the long, long night, by the lone firelight, while the huskies, round in a ring,
Howled out their woes to the homeless snows -  O God! how I loathed the thing.

And every day that quiet clay seemed to heavy and heavier grow;
And on I went, though the dogs were spent and the grub was getting low;
The trail was bad, and I felt half mad, but I swore I would not give in;
And I'd often sing to the hateful thing, and it hearkened with a grin.

Till I came to the marge of Lake Lebarge, and a derelict there lay;
It was jammed in the ice, but I saw in a trice it was called the ""Alice May.""
And I looked at it, and I thought a bit, and I looked at my frozen chum;
Then ""Here,"" said I, with a sudden cry, ""is my cre-ma-tor-eum.""

Some planks I tore from the cabin floor, and I lit the boiler fire;
Some coal I found that was lying around, and I heaped the fuel higher;
The flames just soared, and the furnace roared - such a blaze you seldom see;
And I burrowed a hole in the glowing coal, and I stuffed in Sam McGee.

Then I made a hike, for I didn't like to hear him sizzle so;
And the heavens scowled, and the huskies howled, and the wind began to blow.
It was icy cold, but the hot sweat rolled down my cheeks, and I don't know why;
And the greasy smoke in an inky cloak went streaking down the sky.

I do not know how long in the snow I wrestled with grisly fear;
But the stars came out and they danced about ere again I ventured near;
I was sick with dread, but I bravely said: ""I'll just take a peep inside.
I guess he's cooked, and it's time I looked""; ... then the door I opened wide.

And there sat Sam, looking cool and calm, in the heart of the furnace roar;
And he wore a smile you could see a mile, and he said: ""Please close that door.
It's fine in here, but I greatly fear you'll let in the cold and storm - 
Since I left Plumtree, down in Tennessee, it's the first time I've been warm.""

There are strange things done in the midnight sun
By the men who moil for gold;
The Arctic trails have their secret tales
That would make your blood run cold;
The Northern Lights have seen queer sights,
But the queerest they ever did see
Was that night on the marge of Lake Lebarge
I cremated Sam McGee.",https://www.poetryfoundation.org/poems/45081/the-cremation-of-sam-mcgee,,,ABCB,"A story about one's lust and how it has a catastrophic effect on life. The craze for gold drove Sam McGee so mad that he forgot about the reality around him. Eventually, he died in the prospect of gold. ","lips, sky, blows, tor, sights, talk, blooms, trail, god, eyes, sun, stars, dogs, wind"
Ballad,poetry_foundation,Casey at the Bat,Ernest Lawrence Thayer,"The outlook wasn’t brilliant for the Mudville nine that day;
The score stood four to two with but one inning more to play.
And then when Cooney died at first, and Barrows did the same,
A sickly silence fell upon the patrons of the game.

A straggling few got up to go in deep despair. The rest
Clung to that hope which springs eternal in the human breast;
They thought if only Casey could but get a whack at that - 
We’d put up even money now with Casey at the bat.

But Flynn preceded Casey, as did also Jimmy Blake,
And the former was a lulu and the latter was a cake;
So upon that stricken multitude grim melancholy sat,
For there seemed but little chance of Casey’s getting to the bat.

But Flynn let drive a single, to the wonderment of all,
And Blake, the much despised, tore the cover off the ball;
And when the dust had lifted, and men saw what had occurred,
There was Jimmy safe at second and Flynn a-hugging third.

Then from 5,000 throats and more there rose a lusty yell;
It rumbled through the valley, it rattled in the dell;
It knocked upon the mountain and recoiled upon the flat,
For Casey, mighty Casey, was advancing to the bat.

There was ease in Casey’s manner as he stepped into his place;
There was pride in Casey’s bearing and a smile on Casey’s face.
And when, responding to the cheers, he lightly doffed his hat,
No stranger in the crowd could doubt ’twas Casey at the bat.

Ten thousand eyes were on him as he rubbed his hands with dirt;
Five thousand tongues applauded when he wiped them on his shirt.
Then while the writhing pitcher ground the ball into his hip,
Defiance gleamed in Casey’s eye, a sneer curled Casey’s lip.

And now the leather-covered sphere came hurtling through the air,
And Casey stood a-watching it in haughty grandeur there.
Close by the sturdy batsman the ball unheeded sped - 
“That ain’t my style,” said Casey. “Strike one,” the umpire said.

From the benches, black with people, there went up a muffled roar,
Like the beating of the storm-waves on a stern and distant shore.
“Kill him! Kill the umpire!” shouted some one on the stand;
And it’s likely they’d have killed him had not Casey raised his hand.

With a smile of Christian charity great Casey’s visage shone;
He stilled the rising tumult; he bade the game go on;
He signaled to the pitcher, and once more the spheroid flew;
But Casey still ignored it, and the umpire said, “Strike two.”

“Fraud!” cried the maddened thousands, and echo answered fraud;
But one scornful look from Casey and the audience was awed.
They saw his face grow stern and cold, they saw his muscles strain,
And they knew that Casey wouldn’t let that ball go by again.

The sneer is gone from Casey’s lip, his teeth are clinched in hate;
He pounds with cruel violence his bat upon the plate.
And now the pitcher holds the ball, and now he lets it go,
And now the air is shattered by the force of Casey’s blow.

Oh, somewhere in this favored land the sun is shining bright;
The band is playing somewhere, and somewhere hearts are light,
And somewhere men are laughing, and somewhere children shout;
But there is no joy in Mudville - mighty Casey has struck out.",https://www.poetryfoundation.org/poems/45398/casey-at-the-bat,,,AABB,"About a baseball match. Even as the Mudville nine is losing the game, there is still a contingent of people who hope that the overconfident star player, Casey, can pull out a win. However, the mythical Casey strikes out, disappointing the crowd.","face, breast, air, strike, mountain, waves, hip, dirt, lip, eyes, sun, ball, throats, blow, eye"
Ballad,poetry_foundation,Yarrow Revisited,William Wordsworth,"The gallant Youth, who may have gained,
Or seeks, a ""winsome Marrow,""
Was but an Infant in the lap
When first I looked on Yarrow;
Once more, by Newark's Castle-gate
Long left without a warder,
I stood, looked, listened, and with Thee,
Great Minstrel of the Border!

Grave thoughts ruled wide on that sweet day,
Their dignity installing
In gentle bosoms, while sere leaves
Were on the bough, or falling;
But breezes played, and sunshine gleamed-
The forest to embolden;
Reddened the fiery hues, and shot
Transparence through the golden.

For busy thoughts the Stream flowed on
In foamy agitation;
And slept in many a crystal pool
For quiet contemplation:
No public and no private care
The freeborn mind enthralling,
We made a day of happy hours,
Our happy days recalling.

Brisk Youth appeared, the Morn of youth,
With freaks of graceful folly,-
Life's temperate Noon, her sober Eve,
Her Night not melancholy;
Past, present, future, all appeared
In harmony united,
Like guests that meet, and some from far,
By cordial love invited.

And if, as Yarrow, through the woods
And down the meadow ranging,
Did meet us with unaltered face,
Though we were changed and changing;
If, then, some natural shadows spread
Our inward prospect over,
The soul's deep valley was not slow
Its brightness to recover.

Eternal blessings on the Muse,
And her divine employment!
The blameless Muse, who trains her Sons
For hope and calm enjoyment;
Albeit sickness, lingering yet,
Has o'er their pillow brooded;
And Care waylays their steps-a Sprite
Not easily eluded.

For thee, O Scott! compelled to change
Green Eildon-hill and Cheviot
For warm Vesuvio's vine-clad slopes;
And leave thy Tweed and Tiviot
For mild Sorrento's breezy waves;
May classic Fancy, linking
With native Fancy her fresh aid,
Preserve thy heart from sinking!

Oh! while they minister to thee,
Each vying with the other,
May Health return to mellow Age
With Strength, her venturous brother;
And Tiber, and each brook and rill
Renowned in song and story,
With unimagined beauty shine,
Nor lose one ray of glory!

For Thou, upon a hundred streams,
By tales of love and sorrow,
Of faithful love, undaunted truth
Hast shed the power of Yarrow;
And streams unknown, hills yet unseen,
Wherever they invite Thee,
At parent Nature's grateful call,
With gladness must requite Thee.

A gracious welcome shall be thine,
Such looks of love and honour
As thy own Yarrow gave to me
When first I gazed upon her;
Beheld what I had feared to see,
Unwilling to surrender
Dreams treasured up from early days,
The holy and the tender.

And what, for this frail world, were all
That mortals do or suffer,
Did no responsive harp, no pen,
Memorial tribute offer?
Yea, what were mighty Nature's self?
Her features, could they win us,
Unhelped by the poetic voice
That hourly speaks within us?

Nor deem that localized Romance
Plays false with our affections;
Unsanctifies our tears-made sport
For fanciful dejections:
Ah, no! the visions of the past
Sustain the heart in feeling
Life as she is-our changeful Life,
With friends and kindred dealing.

Bear witness, Ye, whose thoughts that day
In Yarrow's groves were centred;
Who through the silent portal arch
Of mouldering Newark entered;
And clomb the winding stair that once
Too timidly was mounted
By the ""last Minstrel,""(not the last!)
Ere he his Tale recounted.

Flow on for ever, Yarrow Stream!
Fulfil thy pensive duty,
Well pleased that future Bards should chant
For simple hearts thy beauty;
To dream-light dear while yet unseen,
Dear to the common sunshine,
And dearer still, as now I feel,
To memory's shadowy moonshine!",https://www.poetryfoundation.org/poems/45566/yarrow-revisited,,,ABCB,"Again, after many years, the poet has looked on the Yarrow at Newark Castle, this time with the Great Minstrel of the Border. They have spent a happy day in contemplation of the autumnal scene, recalling the happy days of their youth and maturity and contrasting their own changing fate with the unchanging stream.","woods, breezes, sunshine, face, streams, hills, waves, sprite, stream, bear, changing, hill"
Ballad,poetry_foundation,"Yarrow Visited. September, 1814",William Wordsworth,"And is this - Yarrow? - This the stream
Of which my fancy cherished,
So faithfully, a waking dream?
An image that hath perished!
O that some Minstrel's harp were near,
To utter notes of gladness,
And chase this silence from the air,
That fills my heart with sadness!

Yet why? - a silvery current flows
With uncontrolled meanderings;
Nor have these eyes by greener hills
Been soothed, in all my wanderings.
And, through her depths, Saint Mary's Lake
Is visibly delighted;
For not a feature of those hills
Is in the mirror slighted.

A blue sky bends o'er Yarrow vale,
Save where that pearly whiteness
Is round the rising sun diffused,
A tender hazy brightness;
Mild dawn of promise! that excludes
All profitless dejection;
Though not unwilling here to admit
A pensive recollection.

Where was it that the famous Flower
Of Yarrow Vale lay bleeding?
His bed perchance was yon smooth mound
On which the herd is feeding:
And haply from this crystal pool,
Now peaceful as the morning,
The Water-wraith ascended thrice - 
And gave his doleful warning.

Delicious is the Lay that sings
The haunts of happy Lovers,
The path that leads them to the grove,
The leafy grove that covers:
And Pity sanctifies the Verse
That paints, by strength of sorrow,
The unconquerable strength of love;
Bear witness, rueful Yarrow!

But thou, that didst appear so fair
To fond imagination,
Dost rival in the light of day
Her delicate creation:
Meek loveliness is round thee spread,
A softness still and holy;
The grace of forest charms decayed,
And pastoral melancholy.

That region left, the vale unfolds
Rich groves of lofty stature,
With Yarrow winding through the pomp
Of cultivated nature;
And, rising from those lofty groves,
Behold a Ruin hoary!
The shattered front of Newark's Towers,
Renowned in Border story.

Fair scenes for childhood's opening bloom,
For sportive youth to stray in;
For manhood to enjoy his strength;
And age to wear away in!
Yon cottage seems a bower of bliss,
A covert for protection
Of tender thoughts, that nestle there - 
The brood of chaste affection.

How sweet, on this autumnal day,
The wild-wood fruits to gather,
And on my True-love's forehead plant
A crest of blooming heather!
And what if I enwreathed my own!
'Twere no offence to reason;
The sober Hills thus deck their brows
To meet the wintry season.

I see - but not by sight alone,
Loved Yarrow, have I won thee;
A ray of fancy still survives - 
Her sunshine plays upon thee!
Thy ever-youthful waters keep
A course of lively pleasure;
And gladsome notes my lips can breathe,
Accordant to the measure.

The vapours linger round the Heights,
They melt, and soon must vanish;
One hour is theirs, nor more is mine - 
Sad thought, which I would banish,
But that I know, where'er I go,
Thy genuine image, Yarrow!
Will dwell with me - to heighten joy,
And cheer my mind in sorrow.",https://www.poetryfoundation.org/poems/45567/yarrow-visited-september-1814,,,ABCBDEFE,"The poet is saddened to see Yarrow different from how he had imagined it. He can now see Yarrow both through imagination and through experience, and though he has to leave it the memory of seeing it will be a happy one.","mound, hills, air, sun, water, wood, waters, flower, bloom, eyes, plant, stream, bear, fruits, sunshine, sky, sight"
Ghazal,poetry_foundation,Ghazal: With Prayer,Zeina Hashem Beck,"The herons were no longer safe in the sky. They flew with prayer,
then fell to us. We hid them from the cats. What to do with prayer?

Decades after the civil war, we enter the sniper’s hole, sew
the sandbags, read words for his boyfriend on the wall, true with prayer.

Write my name & invite me to a wedding. I want a parade
of cars with flashers on, each blinking red, two times two with prayer.

Dear Eurydice, what good a heart that can’t resist looking back?
Foolish, music-laden Orpheus. Almost saved you with prayer.

In the museum of memory, the missing accumulate.
They shoot out of the tiles like grass blades, damp & new with prayer.

I found a photo in a library book: lovers holding hands.
I felt chosen, then lost it. & I didn’t pursue with prayer.

When I interviewed God, I said I moved the plants toward the light,
forgot the water. Is love a lack, always imbued with prayer?

Tarot cards, make me beautiful. Abundance me, O Three of Cups,
spin luck O Wheel of Fortune, I’m through, I’m through, I’m through with prayer.",https://www.poetryfoundation.org/poetrymagazine/poems/149233/ghazal-with-prayer,,,,"About loss, longing, and the complexities of faith and hope through the motif of ""prayer.""","plants, god, sky, water"
Villanelle,poetry_foundation,The House on the Hill,Edwin Arlington Robinson,"They are all gone away,
The House is shut and still,
There is nothing more to say.

Through broken walls and gray
The winds blow bleak and shrill:
They are all gone away.

Nor is there one to-day
To speak them good or ill:
There is nothing more to say.

Why is it then we stray
Around the sunken sill?
They are all gone away,

And our poor fancy-play
For them is wasted skill:
There is nothing more to say.

There is ruin and decay
In the House on the Hill:
They are all gone away,
There is nothing more to say.",https://www.poetryfoundation.org/poems/44976/the-house-on-the-hill,,Iambic trimeter,,"About an old, broken house which is meant to be a symbol of the speaker’s past, and its decay is representative of how he’s losing contact with his own past acquaintances and experiences.","winds, hill"
Villanelle,poetry_foundation,After a Greek Proverb,A.E. Stallings,"We’re here for the time being, I answer to the query - 
Just for a couple of years, we said, a dozen years back.
Nothing is more permanent than the temporary.

We dine sitting on folding chairs - they were cheap but cheery.
We’ve taped the broken window pane. tv’s still out of whack.
We’re here for the time being, I answer to the query.

When we crossed the water, we only brought what we could carry,
But there are always boxes that you never do unpack.
Nothing is more permanent than the temporary.

Sometimes when I’m feeling weepy, you propose a theory:
Nostalgia and tear gas have the same acrid smack.
We’re here for the time being, I answer to the query - 

We stash bones in the closet when we don’t have time to bury,
Stuff receipts in envelopes, file papers in a stack.
Nothing is more permanent than the temporary.

Twelve years now and we’re still eating off the ordinary:
We left our wedding china behind, afraid that it might crack.
We’re here for the time being, we answer to the query,
But nothing is more permanent than the temporary.",https://www.poetryfoundation.org/poetrymagazine/poems/55235/after-a-greek-proverb,,,,A meditation on life and on human’s role. We should cherish the present despite its impermanence.,water
Villanelle,poetry_foundation,Self-Help,Michael Ryan,"What kind of delusion are you under?
The life he hid just knocked you flat.
You see the lightning but not the thunder.

What God hath joined let no man put asunder.
Did God know you’d marry a rat?
What kind of delusion are you under?

His online persona simply stunned her
as it did you when you started to chat.
You see the lightning but not the thunder.

To the victors go the plunder:
you should crown them with a baseball bat.
What kind of delusion are you under?

The kind that causes blunder after blunder.
Is there any other kind than that?
You see the lightning but not the thunder,

and for one second the world’s a wonder.
Just keep it thrilling under your hat.
What kind of delusion are you under?
You see the lightning but not the thunder.",https://www.poetryfoundation.org/poetrymagazine/poems/56298/self-help-56d238ab5d3b7,,Iambic pentameter,,"About delusion in relationships, where one should help themselves instead of looking out for others.",god
Villanelle,poetry_foundation,My Darling Turns to Poetry at Night,Anthony Lawrence,"My darling turns to poetry at night.
What began as flirtation, an aside
Between abstract expression and first light

Now finds form as a silent, startled flight
Of commas on her face  -  a breath, a word ...
My darling turns to poetry at night.

When rain inspires the night birds to create
Rhyme and formal verse, stanzas can be made
Between abstract expression and first light.

Her heartbeat is a metaphor, a late
Bloom of red flowers that refuse to fade.
My darling turns to poetry at night.

I watch her turn. I do not sleep. I wait
For symbols, for a sign that fear has died
Between abstract expression and first light.

Her dreams have night vision, and in her sight
Our bodies leave ghostprints on the bed.
My darling turns to poetry at night
Between abstract expression and first light.",https://www.poetryfoundation.org/poetrymagazine/poems/89008/my-darling-turns-to-poetry-at-night,,Iambic pentameter,,"To express the author's love towards his darling. Throughout the poem, the author compares her to poetry.","rain, flowers, face, sight, bloom, birds"
Villanelle,poetry_foundation,After Roethke,Randall Mann,"The vulgar ones will grind, and gnaw the bone,
our semipublic faces caked with joy.
The pure admire the pure, and live alone.

If we could find a bias of our own,
then we, the altar- and the mama’s boy - 
the vulgar ones - will grind and gnaw the bone.

Is there affliction in a stifled moan?
We hear what we would like to hear. Enjoy.
The pure admire the pure, and live alone.

The star above is just another drone;
we scarcely see the light we can’t destroy:
the vulgar ones will grind, and gnaw the bone,

and come to find that everyone’s unknown.
This undertaking marks a mythic ploy.
The pure admire the pure. And live, alone.

With luck, the withered face will turn to stone.
A countenance is vicious. And is coy.
The vulgar ones will grind, and gnaw the bone;
the pure admire the pure, and live alone.",https://www.poetryfoundation.org/poetrymagazine/poems/160040/after-roethke,,Iambic pentameter,,"The poem explores the dichotomy between the ""vulgar"" and the ""pure,"" reflecting on the complexities of human experience and the tension between communal joy and individual isolation. ","star, face, marks"
